nome_genero,id_filme_TMDB
Ficção científica,8373
Ação,8373
Aventura,8373
Aventura,50620
Fantasia,50620
Drama,50620
Romance,50620
Ação,27205
Ficção científica,27205
Aventura,27205
Drama,758891
Comédia,758891
Fantasia,758891
Ação,297762
Aventura,297762
Fantasia,297762
Fantasia,557
Ação,557
Ação,602
Aventura,602
Ficção científica,602
Fantasia,810
Aventura,810
Animação,810
Comédia,810
Família,810
Aventura,259316
Fantasia,259316
Família,354912
Animação,354912
Fantasia,354912
Música,354912
Comédia,354912
Aventura,354912
Aventura,512200
Comédia,512200
Fantasia,512200
Aventura,166426
Ação,166426
Fantasia,166426
Ficção científica,601
Aventura,601
Família,601
Fantasia,601
Ação,14161
Aventura,14161
Ficção científica,14161
Ação,353081
Aventura,353081
Aventura,673
Fantasia,673
Ação,82992
Thriller,82992
Crime,82992
Aventura,217
Ação,217
Ação,383498
Comédia,383498
Aventura,383498
Ação,558
Aventura,558
Fantasia,558
Ação,293660
Aventura,293660
Comédia,293660
Aventura,11
Ação,11
Ficção científica,11
Ação,118340
Ficção científica,118340
Aventura,118340
Thriller,591
Mistério,591
Família,8587
Animação,8587
Drama,8587
Ação,384018
Aventura,384018
Comédia,384018
Fantasia,102651
Aventura,102651
Ação,102651
Família,102651
Romance,102651
Ação,1930
Aventura,1930
Fantasia,1930
Ação,49521
Aventura,49521
Fantasia,49521
Ficção científica,49521
Comédia,10192
Aventura,10192
Fantasia,10192
Animação,10192
Família,10192
Ficção científica,131631
Aventura,131631
Thriller,131631
Ação,127585
Aventura,127585
Fantasia,127585
Ficção científica,127585
Animação,80321
Família,80321
Comédia,80321
Aventura,80321
Ação,297761
Aventura,297761
Fantasia,297761
Aventura,411
Família,411
Fantasia,411
Animação,62211
Família,62211
Aventura,604
Ação,604
Thriller,604
Ficção científica,604
Animação,14160
Comédia,14160
Família,14160
Aventura,14160
Ficção científica,49047
Thriller,49047
Drama,49047
Ação,385128
Crime,385128
Thriller,385128
Ação,100402
Aventura,100402
Ficção científica,100402
Aventura,50619
Fantasia,50619
Romance,50619
Ficção científica,119450
Ação,119450
Drama,119450
Thriller,119450
Aventura,18239
Fantasia,18239
Drama,18239
Romance,18239
Aventura,1858
Ficção científica,1858
Ação,1858
Ação,102382
Aventura,102382
Fantasia,102382
Terror,346364
Fantasia,346364
Aventura,157336
Drama,157336
Ficção científica,157336
Aventura,24021
Fantasia,24021
Drama,24021
Romance,24021
Ação,56292
Thriller,56292
Aventura,56292
Ficção científica,70160
Aventura,70160
Fantasia,70160
Aventura,277834
Comédia,277834
Família,277834
Animação,277834
Ação,602666
Comédia,602666
Mistério,602666
Animação,615453
Fantasia,615453
Aventura,615453
Ação,177677
Aventura,177677
Ação,284052
Aventura,284052
Fantasia,284052
Ficção científica,284052
Comédia,13
Drama,13
Romance,13
Mistério,745
Thriller,745
Drama,745
Aventura,370172
Ação,370172
Thriller,370172
Animação,49444
Família,49444
Animação,950
Família,950
Comédia,950
Aventura,950
Ação,141052
Aventura,141052
Fantasia,141052
Ficção científica,141052
Aventura,177572
Família,177572
Animação,177572
Ação,177572
Comédia,177572
Ação,791373
Aventura,791373
Fantasia,791373
Ficção científica,791373
Aventura,22
Fantasia,22
Ação,22
Ação,131634
Aventura,131634
Ficção científica,131634
Aventura,338952
Fantasia,338952
Drama,338952
Aventura,1894
Ação,1894
Ficção científica,1894
Ação,76338
Aventura,76338
Fantasia,76338
Família,335797
Animação,335797
Música,335797
Comédia,335797
Drama,335797
Drama,779029
Guerra,779029
Ação,9502
Aventura,9502
Animação,9502
Família,9502
Comédia,9502
Ação,9806
Aventura,9806
Animação,9806
Família,9806
Drama,286217
Aventura,286217
Ficção científica,286217
Fantasia,8960
Ação,8960
Ação,51497
Thriller,51497
Crime,51497
Ação,41154
Comédia,41154
Ficção científica,41154
Aventura,10138
Ação,10138
Ficção científica,10138
Animação,2062
Comédia,2062
Família,2062
Fantasia,2062
Ação,363088
Aventura,363088
Ficção científica,363088
Fantasia,82702
Ação,82702
Aventura,82702
Animação,82702
Comédia,82702
Família,82702
Ação,263115
Drama,263115
Ficção científica,263115
Aventura,330
Ação,330
Ficção científica,330
Drama,615
Comédia,11631
Romance,11631
Aventura,87827
Drama,87827
Ação,87827
Ação,335988
Aventura,335988
Ficção científica,335988
Fantasia,335988
Família,10527
Aventura,10527
Animação,10527
Comédia,10527
Aventura,74
Thriller,74
Ficção científica,74
Aventura,36557
Ação,36557
Thriller,36557
Animação,38757
Família,38757
Aventura,10764
Ação,10764
Thriller,10764
Crime,10764
Ação,607
Aventura,607
Comédia,607
Ficção científica,607
Animação,49519
Aventura,49519
Família,49519
Fantasia,49519
Comédia,49519
Ação,49519
Comédia,45243
Drama,6479
Ficção científica,6479
Thriller,6479
Ação,1726
Ficção científica,1726
Aventura,1726
Ficção científica,333339
Aventura,333339
Ação,333339
Ação,460555
Thriller,460555
Guerra,460555
Drama,460555
Ação,1593
Aventura,1593
Comédia,1593
Família,1593
Fantasia,1593
Aventura,1892
Ação,1892
Ficção científica,1892
Animação,12092
Família,12092
Fantasia,12092
Aventura,12092
Drama,216015
Romance,216015
Thriller,216015
Ação,293167
Aventura,293167
Fantasia,293167
Animação,41513
Família,41513
Aventura,41513
Comédia,41513
Fantasia,41513
Animação,585
Comédia,585
Família,585
Aventura,254
Drama,254
Ação,254
Animação,49013
Família,49013
Aventura,49013
Comédia,49013
Ação,417859
Aventura,417859
Animação,417859
Família,417859
Fantasia,417859
Comédia,417859
Faroeste,417859
Comédia,381890
Fantasia,381890
Romance,381890
Ação,95
Thriller,95
Ficção científica,95
Aventura,95
Comédia,72105
Fantasia,72105
Aventura,955
Ação,955
Thriller,955
Ação,435
Aventura,435
Ficção científica,435
Thriller,435
Ação,246655
Aventura,246655
Ficção científica,246655
Fantasia,246655
Romance,150689
Fantasia,150689
Família,150689
Drama,150689
Guerra,190859
Ação,190859
Família,953
Animação,953
Aventura,953
Comédia,953
Animação,62177
Aventura,62177
Comédia,62177
Família,62177
Ação,62177
Fantasia,62177
Aventura,1891
Ação,1891
Ficção científica,1891
Família,20352
Animação,20352
Comédia,20352
Faroeste,281957
Drama,281957
Aventura,281957
Ação,72190
Drama,72190
Terror,72190
Ficção científica,72190
Thriller,72190
Ação,345940
Ficção científica,345940
Terror,345940
Família,404368
Animação,404368
Comédia,404368
Aventura,404368
Ação,124905
Drama,124905
Ficção científica,124905
Família,400155
Fantasia,400155
Comédia,400155
Animação,400155
Animação,35
Comédia,35
Família,35
Guerra,374720
Ação,374720
Drama,374720
Ação,10528
Aventura,10528
Crime,10528
Mistério,10528
Animação,10681
Família,10681
Ficção científica,10681
Ação,140300
Aventura,140300
Animação,140300
Comédia,140300
Família,140300
Ação,280
Thriller,280
Ficção científica,280
Ficção científica,102899
Ação,102899
Aventura,102899
Animação,166428
Família,166428
Aventura,166428
Comédia,693
Romance,693
Animação,360920
Família,360920
Comédia,360920
Fantasia,360920
Fantasia,251
Drama,251
Thriller,251
Mistério,251
Romance,251
Animação,812
Família,812
Aventura,812
Fantasia,812
Romance,812
Animação,635302
Ação,635302
Aventura,635302
Fantasia,635302
Família,172385
Aventura,172385
Comédia,172385
Animação,172385
Animação,295693
Comédia,295693
Família,295693
Aventura,652
História,652
Guerra,652
Animação,863
Comédia,863
Família,863
Fantasia,10191
Aventura,10191
Animação,10191
Família,10191
Ação,664
Aventura,664
Drama,664
Aventura,18823
Fantasia,18823
Ação,18823
Fantasia,68728
Aventura,68728
Família,68728
Família,420809
Fantasia,420809
Aventura,420809
Drama,281338
Ficção científica,281338
Guerra,281338
Animação,808
Comédia,808
Fantasia,808
Aventura,808
Família,808
Thriller,13448
Mistério,13448
Animação,46195
Aventura,46195
Comédia,46195
Família,46195
Fantasia,310
Comédia,310
Thriller,61791
Ação,61791
Drama,61791
Ficção científica,61791
Drama,857
História,857
Guerra,857
Ação,787
Comédia,787
Drama,787
Thriller,787
Ficção científica,98566
Ação,98566
Aventura,98566
Comédia,98566
Comédia,771
Família,771
Aventura,118
Comédia,118
Família,118
Fantasia,118
Aventura,89
Ação,89
Ação,254128
Drama,254128
Thriller,254128
Família,159824
Animação,159824
Comédia,159824
Fantasia,159824
Terror,474350
Fantasia,474350
Família,82690
Animação,82690
Comédia,82690
Aventura,82690
Terror,578
Thriller,578
Aventura,578
Comédia,18785
Aventura,137106
Animação,137106
Comédia,137106
Família,137106
Fantasia,137106
Ação,424783
Aventura,424783
Ficção científica,424783
Ação,399566
Aventura,399566
Fantasia,399566
Ação,54138
Aventura,54138
Ficção científica,54138
Ação,98
Drama,98
Aventura,98
Ação,603
Ficção científica,603
Romance,114
Comédia,114
Animação,920
Aventura,920
Comédia,920
Família,920
Guerra,508935
História,508935
Drama,508935
Ação,508935
Aventura,36668
Ação,36668
Ficção científica,36668
Thriller,36668
Ação,6637
Aventura,6637
Mistério,6637
Thriller,6637
Ação,240832
Ficção científica,240832
Aventura,954
Ação,954
Thriller,954
Drama,616
Ação,616
Guerra,616
História,616
Thriller,161
Crime,161
Aventura,10195
Fantasia,10195
Ação,10195
Guerra,676
História,676
Romance,676
Drama,676
Comédia,313369
Drama,313369
Romance,313369
Música,313369
Família,37135
Aventura,37135
Animação,37135
Drama,37135
Ação,608
Aventura,608
Comédia,608
Ficção científica,608
Ação,449927
Crime,449927
História,449927
Aventura,1734
Ação,1734
Fantasia,1734
Comédia,23398
Família,23398
Animação,23398
Fantasia,23398
Música,23398
Ação,2503
Drama,2503
Mistério,2503
Thriller,2503
História,82695
Drama,82695
Terror,9552
Comédia,788
Drama,788
Família,788
Ficção científica,87101
Ação,87101
Thriller,87101
Aventura,87101
Ação,296
Thriller,296
Ficção científica,296
Drama,332562
Romance,332562
Música,332562
Ação,68735
Aventura,68735
Fantasia,68735
Ação,447404
Aventura,447404
Fantasia,447404
Drama,316029
Aventura,36669
Ação,36669
Thriller,36669
Aventura,8358
Drama,8358
Ação,143830
Animação,143830
Ficção científica,143830
Ação,566525
Aventura,566525
Fantasia,566525
Música,715904
Drama,77338
Comédia,77338
Thriller,38700
Ação,38700
Crime,38700
Ação,427641
Drama,68718
Faroeste,68718
Aventura,605
Ação,605
Thriller,605
Ficção científica,605
Romance,10020
Família,10020
Animação,10020
Fantasia,10020
Aventura,581
Drama,581
Faroeste,581
Ficção científica,580489
Ação,580489
Aventura,580489
Ação,1271
Aventura,1271
Guerra,1271
Aventura,2454
Família,2454
Fantasia,2454
Aventura,564
Ação,564
Fantasia,564
Aventura,10140
Família,10140
Fantasia,10140
Ação,324668
Thriller,324668
Ação,76170
Ficção científica,76170
Aventura,76170
Fantasia,76170
Comédia,4564
Drama,4564
Romance,4564
Crime,207703
Comédia,207703
Ação,207703
Aventura,207703
Drama,45269
História,45269
Aventura,18360
Fantasia,18360
Ação,18360
Comédia,18360
Família,18360
Fantasia,268
Ação,268
Thriller,619
Ação,619
Drama,619
Música,619
Romance,619
Ação,343668
Aventura,343668
Comédia,343668
Crime,343668
Thriller,343668
Fantasia,282035
Thriller,282035
Ação,282035
Aventura,282035
Terror,282035
Aventura,278154
Animação,278154
Família,278154
Comédia,278154
Ficção científica,278154
Drama,2675
Thriller,2675
Ficção científica,2675
Mistério,2675
Aventura,36658
Ação,36658
Ficção científica,36658
Thriller,36658
Ação,68726
Ficção científica,68726
Aventura,68726
Ação,399579
Ficção científica,399579
Aventura,399579
Aventura,1735
Ação,1735
Fantasia,1735
Ficção científica,70981
Aventura,70981
Mistério,70981
Drama,770
Guerra,770
Romance,770
Aventura,20526
Ação,20526
Ficção científica,20526
Aventura,956
Ação,956
Thriller,956
Aventura,58595
Fantasia,58595
Drama,58595
Comédia,458423
Romance,458423
Fantasia,8966
Drama,8966
Romance,8966
Ficção científica,348350
Aventura,348350
Ação,348350
Crime,348350
Crime,106646
Drama,106646
Comédia,106646
Ficção científica,1452
Ação,1452
Aventura,1452
Ação,8367
Aventura,8367
Drama,8367
Romance,8367
Aventura,85
Ação,85
Ação,47933
Aventura,47933
Ficção científica,47933
Ficção científica,373571
Ação,373571
Ficção científica,13475
Ação,13475
Aventura,13475
Animação,9836
Comédia,9836
Família,9836
Animação,260514
Aventura,260514
Comédia,260514
Família,260514
Ação,1571
Thriller,1571
Animação,425
Comédia,425
Família,425
Aventura,425
Animação,15512
Família,15512
Aventura,15512
Ficção científica,15512
Aventura,105
Comédia,105
Ficção científica,105
Família,105
Ficção científica,929
Ação,929
Thriller,929
Ação,36955
Thriller,36955
Ação,76341
Aventura,76341
Ficção científica,76341
Drama,341174
Romance,341174
Drama,12405
Romance,12405
Ação,497698
Aventura,497698
Ficção científica,497698
Ação,82675
Crime,82675
Thriller,82675
Ação,324857
Aventura,324857
Animação,324857
Ficção científica,324857
Comédia,324857
Guerra,530915
Drama,530915
Ação,530915
Thriller,530915
Comédia,466272
Drama,466272
Thriller,466272
Ação,272
Crime,272
Drama,272
Comédia,3981
Romance,3981
Animação,862
Aventura,862
Família,862
Comédia,862
Família,270946
Animação,270946
Aventura,270946
Comédia,270946
Aventura,2080
Ação,2080
Thriller,2080
Ficção científica,2080
Aventura,2268
Fantasia,2268
Aventura,17578
Animação,17578
Mistério,17578
Ficção científica,72559
Aventura,72559
Ação,72559
Thriller,72559
Ação,534
Ficção científica,534
Thriller,534
Ação,1771
Aventura,1771
Ficção científica,1771
Ação,137113
Ficção científica,137113
Romance,544
Comédia,544
Mistério,210577
Thriller,210577
Drama,210577
Drama,5503
Ação,5503
Thriller,5503
Fantasia,228161
Comédia,228161
Animação,228161
Ficção científica,228161
Família,228161
Aventura,331
Ação,331
Thriller,331
Ficção científica,331
Comédia,8346
Drama,8346
Romance,8346
Drama,337167
Romance,337167
Comédia,8488
Drama,8488
Romance,8488
Animação,10555
Ação,10555
Comédia,10555
Família,10555
Ação,1572
Thriller,1572
Ação,287947
Comédia,287947
Fantasia,287947
Terror,439079
Mistério,439079
Thriller,439079
Romance,509
Comédia,509
Drama,509
Aventura,9487
Animação,9487
Comédia,9487
Família,9487
Aventura,181533
Comédia,181533
Fantasia,181533
Família,181533
Ação,13804
Crime,13804
Drama,13804
Thriller,13804
Ação,577922
Thriller,577922
Ficção científica,577922
Thriller,163
Crime,163
Drama,86834
Aventura,86834
Thriller,869
Ficção científica,869
Ação,869
Aventura,869
Comédia,109439
Aventura,36643
Ação,36643
Thriller,36643
Comédia,6477
Família,6477
Fantasia,6477
Animação,6477
Ação,38575
Aventura,38575
Drama,38575
Família,38575
Comédia,772
Família,772
Aventura,772
Animação,76492
Comédia,76492
Família,76492
Fantasia,76492
Ação,180
Thriller,180
Ficção científica,180
Mistério,180
Romance,372058
Animação,372058
Drama,372058
Ação,744
Drama,744
Aventura,744
Fantasia,258489
Ação,258489
Aventura,258489
Drama,258489
Romance,258489
Drama,14
Aventura,72545
Ação,72545
Ficção científica,72545
Drama,568
História,568
Aventura,568
Drama,380
Família,10567
Animação,10567
Ação,49538
Ficção científica,49538
Aventura,49538
Thriller,402
Mistério,402
Aventura,710
Ação,710
Thriller,710
Drama,640
Crime,640
Mistério,392044
Crime,392044
Drama,392044
Thriller,75656
Crime,75656
Crime,9740
Drama,9740
Thriller,9740
Terror,9740
Romance,854
Comédia,854
Crime,854
Fantasia,854
Animação,381719
Aventura,381719
Família,381719
Drama,64682
Romance,64682
Ação,1637
Aventura,1637
Crime,1637
Animação,153518
Aventura,153518
Comédia,153518
Ação,8656
Drama,8656
Ficção científica,8656
Animação,73723
Família,73723
Fantasia,400650
Família,400650
Comédia,400650
Ação,198663
Mistério,198663
Ficção científica,198663
Thriller,198663
Família,43956
Animação,43956
Aventura,43956
Comédia,43956
Aventura,2059
Ação,2059
Thriller,2059
Mistério,2059
Fantasia,77931
Família,77931
Comédia,77931
Animação,77931
Ação,5175
Comédia,5175
Crime,5175
Ação,2048
Ficção científica,2048
Família,136799
Animação,136799
Fantasia,136799
Aventura,136799
Comédia,136799
Música,136799
Ação,47971
Aventura,47971
Crime,47971
Aventura,10530
Animação,10530
Família,10530
Romance,10530
Família,8871
Comédia,8871
Fantasia,8871
Ação,188927
Aventura,188927
Ficção científica,188927
Família,7518
Comédia,7518
Animação,7518
Comédia,55301
Fantasia,55301
Família,55301
Música,55301
Animação,55301
Ação,8909
Thriller,8909
Crime,8909
Fantasia,888
Comédia,888
Família,888
Terror,447332
Drama,447332
Ficção científica,447332
Comédia,4523
Família,4523
Fantasia,4523
Romance,4523
Ação,53182
Drama,53182
Ação,414
Crime,414
Fantasia,414
Aventura,9543
Fantasia,9543
Ação,9543
Ação,9802
Aventura,9802
Thriller,9802
Thriller,291805
Ação,291805
Comédia,291805
Aventura,58574
Ação,58574
Crime,58574
Mistério,58574
Comédia,479306
Fantasia,479306
Família,36218
Ação,36218
Animação,36218
Aventura,36218
Fantasia,36218
Ficção científica,36218
Drama,4922
Fantasia,4922
Romance,4922
Ação,9738
Aventura,9738
Fantasia,9738
Ficção científica,9738
Aventura,714
Ação,714
Thriller,714
Aventura,87
Ação,87
Aventura,105864
Animação,105864
Família,105864
Aventura,165
Comédia,165
Família,165
Ficção científica,165
Ação,311324
Aventura,311324
Fantasia,311324
Ficção científica,438631
Aventura,438631
Comédia,550988
Ação,550988
Aventura,550988
Ficção científica,550988
Comédia,1597
Romance,1597
Fantasia,856
Animação,856
Comédia,856
Crime,856
Família,856
Drama,44214
Thriller,44214
Terror,44214
Aventura,9671
Comédia,9671
Crime,807
Mistério,807
Thriller,807
Ação,458156
Thriller,458156
Crime,458156
Comédia,350
Drama,350
Romance,350
Thriller,260346
Ação,260346
Ação,2133
Aventura,2133
Drama,2133
Thriller,2133
Drama,10545
Animação,10545
Família,10545
Animação,17979
Família,17979
Drama,17979
Fantasia,17979
Animação,38055
Ação,38055
Comédia,38055
Família,38055
Ficção científica,38055
Aventura,943
Ação,943
Comédia,943
Thriller,943
Crime,943
Comédia,20943
Romance,20943
Aventura,20662
Drama,16869
Ação,16869
Thriller,16869
Guerra,16869
Drama,424
História,424
Guerra,424
Família,11674
Comédia,11674
Terror,259693
Mistério,259693
Thriller,259693
Drama,44947
História,44947
Música,44947
Drama,10998
Thriller,10998
Ação,10196
Aventura,10196
Fantasia,10196
Drama,490132
Comédia,490132
Música,490132
Terror,138843
Thriller,138843
Comédia,18240
Romance,18240
Drama,18240
Ação,90
Comédia,90
Crime,90
Ação,9772
Thriller,9772
Ação,76163
Aventura,76163
Thriller,76163
Animação,9982
Família,9982
Comédia,9982
Comédia,2898
Romance,2898
Drama,453
Romance,453
Ficção científica,294254
Ação,294254
Thriller,294254
Aventura,294254
Ação,173897
Terror,173897
Ficção científica,173897
Aventura,817
Comédia,817
Crime,817
Ficção científica,817
Família,324849
Ação,324849
Animação,324849
Comédia,324849
Fantasia,324849
Família,228165
Aventura,228165
Comédia,228165
Fantasia,228165
Animação,228165
Crime,298
Thriller,298
Comédia,39451
Romance,39451
Animação,5255
Família,5255
Aventura,5255
Fantasia,5255
Comédia,5255
Drama,360814
Ação,360814
Animação,13053
Família,13053
Aventura,13053
Comédia,13053
Ação,3595
Thriller,3595
Comédia,4806
Romance,4806
Comédia,546554
Drama,546554
Crime,546554
Mistério,546554
Drama,22881
Romance,222935
Drama,222935
Drama,1402
Família,81188
Animação,81188
Fantasia,81188
Ação,81188
Aventura,81188
Ficção científica,840
Drama,840
Comédia,1574
Crime,1574
Drama,1574
Ação,454626
Ficção científica,454626
Comédia,454626
Família,454626
Terror,396422
Mistério,396422
Thriller,396422
Drama,406997
Família,406997
Ação,47964
Thriller,47964
Animação,10674
Família,10674
Aventura,10674
Drama,274870
Romance,274870
Ficção científica,274870
Thriller,44833
Ação,44833
Aventura,44833
Ficção científica,44833
Comédia,1624
Aventura,14869
Ação,14869
Thriller,14869
Ficção científica,14869
Fantasia,57165
Aventura,57165
Aventura,1979
Fantasia,1979
Ação,1979
Thriller,1979
Aventura,879
Fantasia,879
Comédia,879
Família,879
Drama,1374
Ação,1369
Aventura,1369
Thriller,1369
Guerra,1369
Terror,7131
Aventura,7131
Ação,7131
Ação,35791
Aventura,35791
Terror,35791
Ficção científica,35791
Ficção científica,1924
Ação,1924
Aventura,1924
Família,10137
Animação,10137
Fantasia,10137
Comédia,10137
Ação,96
Comédia,96
Crime,96
Aventura,241259
Família,241259
Fantasia,241259
Comédia,8874
Romance,8874
Ação,39254
Ficção científica,39254
Drama,39254
Animação,12222
Comédia,12222
Família,12222
Aventura,12222
Fantasia,12222
Crime,402900
Comédia,402900
Ação,402900
Ficção científica,520763
Thriller,520763
Terror,520763
Comédia,9494
Romance,9494
Comédia,818
Crime,818
Ficção científica,818
Drama,283366
Fantasia,283366
Aventura,283366
Família,283366
Aventura,36657
Ação,36657
Ficção científica,36657
Comédia,620
Fantasia,620
Ação,262500
Aventura,262500
Ficção científica,262500
Thriller,262500
Animação,364689
Família,364689
Aventura,364689
Comédia,364689
Drama,11324
Thriller,11324
Mistério,11324
Comédia,3050
Família,3050
Fantasia,3050
Ação,27576
Mistério,27576
Thriller,27576
Família,19585
Fantasia,19585
Ação,19585
Aventura,19585
Comédia,19585
Ação,447200
Thriller,447200
Drama,1422
Thriller,1422
Crime,1422
Drama,2655
Terror,2655
Mistério,2655
Thriller,2655
Comédia,37786
Drama,37786
Romance,37786
Ação,268896
Fantasia,268896
Ficção científica,268896
Aventura,268896
Romance,1934
História,1934
Comédia,1934
Comédia,9602
Romance,9602
Ação,157350
Aventura,157350
Ficção científica,157350
Ação,2502
Drama,2502
Thriller,2502
Comédia,55721
Romance,55721
Ficção científica,336843
Ação,336843
Aventura,336843
Thriller,336843
Fantasia,8839
Comédia,8839
Família,8839
Família,5559
Animação,5559
Aventura,5559
Comédia,5559
Comédia,2770
Romance,2770
Comédia,254470
Música,254470
Fantasia,497
Drama,497
Crime,497
Drama,15121
Família,15121
Música,15121
Romance,15121
Ação,75612
Ficção científica,75612
Aventura,75612
Mistério,75612
Ficção científica,68724
Ação,68724
Drama,68724
Thriller,68724
Ação,944
Aventura,944
Comédia,944
Crime,944
Thriller,944
Comédia,9522
Romance,9522
Ação,49529
Aventura,49529
Ficção científica,49529
Animação,77950
Família,77950
Comédia,634
Romance,634
Drama,634
Ação,364
Fantasia,364
Ação,37710
Thriller,37710
Romance,37710
Terror,381288
Thriller,381288
Ação,299824
Aventura,299824
Fantasia,299824
Comédia,4247
Ação,7451
Aventura,7451
Thriller,7451
Ação,49040
Thriller,49040
Ação,350312
Aventura,350312
Drama,350312
Mistério,9637
Aventura,9637
Comédia,9637
História,72976
Drama,72976
Animação,129
Família,129
Fantasia,129
Aventura,1995
Fantasia,1995
Ação,1995
Thriller,1995
Ação,338970
Aventura,338970
Fantasia,338970
Thriller,27578
Aventura,27578
Ação,27578
Comédia,9390
Drama,9390
Romance,9390
Aventura,8961
Ação,8961
Comédia,8961
Thriller,8961
Crime,8961
Animação,11544
Família,11544
Animação,82703
Aventura,82703
Família,82703
Crime,274
Drama,274
Thriller,274
Terror,274
Comédia,38365
Romance,10198
Família,10198
Animação,10198
Comédia,195589
Drama,37233
Mistério,37233
Thriller,37233
Drama,1371
Comédia,138832
Crime,138832
Drama,13223
Aventura,7840
Ação,7840
Drama,7840
Fantasia,7840
Animação,116711
Aventura,116711
Família,116711
Fantasia,116711
Aventura,147441
Drama,147441
Ação,147441
Animação,3170
Drama,3170
Família,3170
Drama,6964
Comédia,6964
Romance,6964
Romance,4478
Drama,4478
Drama,4982
Crime,4982
Aventura,9804
Ação,9804
Ficção científica,9804
Comédia,37165
Drama,37165
Ação,4327
Aventura,4327
Comédia,4327
Crime,4327
Thriller,4327
Aventura,18
Fantasia,18
Ação,18
Thriller,18
Ficção científica,18
Família,11224
Fantasia,11224
Animação,11224
Romance,11224
Aventura,8844
Fantasia,8844
Família,8844
Comédia,496
Animação,9928
Comédia,9928
Família,9928
Ficção científica,9928
Comédia,9801
Romance,9801
Ação,37834
