nome_franquia,id_filme_TMDB
Journey,72545
Dune,438631
X-Men,49538
Basic Instinct,402
James Bond,710
Hercule Poirot (Kenneth Branagh),392044
Now You See Me,75656
The Hannibal Lecter,9740
The Mask,854
Peter Rabbit,381719
Speed,1637
The Angry Birds,153518
Mary Poppins,400650
The Maze Runner,198663
National Treasure,2059
The Smurfs (Theatrical),77931
Rush Hour,5175
The Trolls,136799
xXx,47971
Pocahontas,10530
Star Trek: Alternate Reality,188927
Alvin and the Chipmunks,55301
The Flintstones,888
A Quiet Place,447332
Enchanted,4523
300,53182
Batman,414
Now You See Me,291805
Sherlock Holmes,58574
Pokémon: Advanced Generation,36218
Fantastic Four,9738
James Bond,714
Indiana Jones,87
Back to the Future,165
Free Guy,550988
Meet the Parents,1597
Crocodile Dundee,9671
John Wick,458156
Taken,260346
The Hunchback of Notre Dame,10545
Lethal Weapon,943
101 Dalmatians (Live-Action),11674
The Conjuring,259693
The Conjuring,138843
Beverly Hills Cop,90
The Expendables,76163
The Maze Runner,294254
Resident Evil,173897
Austin Powers,817
SpongeBob,228165
Ocean's,298
Meet the Parents,39451
Knives Out,546554
Sonic the Hedgehog,454626
Annabelle,396422
Die Hard,47964
Mulan,10674
G.I. Joe (Live-Action),14869
Clash of the Titans,57165
Fantastic Four,1979
Rocky,1374
Rambo,1369
Van Helsing,7131
Resident Evil,35791
Superman,1924
Stuart Little,10137
Beverly Hills Cop,96
Alice in Wonderland,241259
A Quiet Place,520763
Look Who's Talking,9494
Austin Powers,818
X-Men,36657
Ghostbusters,620
Divergent,262500
Dr. Dolittle,3050
Sex and the City,37786
Pacific Rim,268896
Coming to America,9602
Divergent,157350
The Bourne,2502
The Maze Runner,336843
Casper,8839
American Pie,2770
Pitch Perfect,254470
Lethal Weapon,944
Bridget Jones,634
Batman,364
Mojin,299824
Scary Movie,4247
xXx,7451
The Bourne,49040
Baahubali,350312
Scooby-Doo,9637
Tomb Raider,1995
Tomb Raider (Reboot),338970
The Expendables,27578
Bad Boys,8961
Lilo & Stitch,11544
The Hannibal Lecter,274
Grown Ups,38365
Neighbors,195589
Rocky,1371
Charlie's Angels,4327
Jumanji,8844
Borat Moviefilms,496
Bridget Jones,9801
The Terminator,290859
Blade Runner,335984
Paddington,116149
Charlie's Angels,9471
Rush Hour,5174
Annabelle,250546
Babe,9598
Halloween,424139
High School Musical,11887
Men In Black,479455
X-Men,320288
Mr. Bean,1281
Brother Bear,10009
Zorro,9342
Space Jam,2300
Red Cliff,12289
The Ring,565
Blair Witch,2667
Cloudy with a Chance of Meatballs,109451
Eastrail 177,9741
Dumb and Dumber,8467
Grown Ups,109418
Eastrail 177,450465
Teenage Mutant Ninja Turtles (Remake),308531
The Godfather,238
Rush Hour,2109
Back to the Future,196
Cloudy with a Chance of Meatballs,22794
Daddy's Home,274167
3 Men,12154
Marley & Me,14306
Resident Evil,71679
Die Hard,1573
Crocodile Dundee,9396
Crazy Rich Asians,455207
Batman,415
Saturday Night Fever,11009
The Fast and the Furious,584
American Pie,2105
American Pie,71552
Alvin and the Chipmunks,258509
Cruella,337404
The Girl - Millennium,65754
Prometheus,126889
Mr. Bean,1268
Sister Act,2005
American Pie,8273
Annabelle,521029
Ghost Rider,1250
Lethal Weapon,942
Paddington,346648
Baby Driver,339403
Taken,8681
Percy Jackson,32657
Chicken Run,7443
The Vampire Chronicles,628
"Honey, I Shrunk the Kids",9354
Scary Movie,4256
The Robert Langdon,207932
Planes,151960
Knocked Up,4964
Jack Reacher,75780
The Jack Ryan,9331
Ted,214756
Ghostbusters,2978
Creed,480530
The Bourne,2501
Dirty Dancing,88
Jungle Cruise,451048
"Crouching Tiger, Hidden Dragon",146
Ace Ventura,9273
Miss Congeniality,1493
Bridget Jones,95610
The Little Mermaid,10144
James Bond,698
Horrible Bosses,51540
The Hannibal Lecter,9533
Lost,151743
The Fast and the Furious,9799
Paranormal Activity,72571
The Expendables,138103
Has Fallen,267860
A Dog's Purpose,381289
The Addams Family (Animated),481084
Teenage Mutant Ninja Turtles,1498
Kindergarten Cop,951
Jump Street,64688
Garfield,8920
The Jack Ryan,1669
One Cut of the Dead,513434
Percy Jackson,76285
The Conjuring,423108
Open Season,7484
The Smurfs (Theatrical),137116
Spy Kids,12279
James Bond,699
Paranormal Activity,23827
The Monkey King,381902
The Equalizer,156022
Addams Family,2907
James Bond,708
The Lego Movie,280217
Superman,8536
Hollow Man,9383
Cheaper by the Dozen (2003),11007
The Santa Clause,11395
Gnomeo & Juliet,45772
The X Files,846
Rambo,1370
Jump Street,187017
Jaws,579
James Bond,700
Final Destination,19912
Atlantis,10865
Inside Man,388
James Bond,691
Pitch Perfect,353616
Bad Moms,376659
101 Dalmatians (Live-Action),10481
The Grudge,1970
Alien,679
Mall Cop,14560
Wayne's World,8872
Grease,621
Scooby-Doo,11024
Hot Shots!,9595
Kill Bill,24
Daddy's Home,419680
Divergent,262504
City Slickers,1406
Scary Movie,4257
The Jack Ryan,9869
Paranormal Activity,41436
AVP,395
Analyze,9535
The Hitman's Bodyguard,390043
Serial (Bad) Weddings,262391
Dr. Dolittle,10808
George of the Jungle,10603
Almighty,2698
Big Momma's House,9600
Anchorman,109443
Creed,312221
Scream,4232
The Santa Clause,9021
Scream,4233
John Wick,324552
Armour of God,98567
Bayside Shakedown,55384
Stuart Little,10996
Dumb and Dumber,100042
The Emperor's New Groove,11688
The Croods,529203
Suicide Squad,436969
Magic Mike,77930
Insidious,406563
The Princess Diaries,9880
The Scorpion King,9334
The Muppets,64328
Wonder Woman,464052
The Huntsman,290595
Deep Blue Sea,8914
Speed,1639
Daddy Day Camp,10708
Saw,214
Pokémon,12599
Pokémon,10228
Unbroken,227306
Jack Reacher,343611
Alien,8078
Scream,4234
James Bond,253
The Ring,10320
Has Fallen,117263
Insidious,91586
Johnny English,9486
Predator,346910
Hellboy,11253
Underworld,52520
Tomb Raider,1996
Johnny English,58233
James Bond,36670
Alien,8077
The Sting,9277
Step Up,41233
Don't Breathe,300669
The Pink Panther (Steve Martin),12096
Sin City,187
The Fast and the Furious,9615
Johnny English,463272
Goosebumps,257445
Final Destination,55779
Ip Man,365222
Under Siege,8845
James Bond,709
Rocky,1246
Escape Room,522681
The Accountant,302946
The Secret Life of Pets,412117
Blade,36586
Ride Along,168530
Free Willy,1634
48 Hrs.,11595
The Gremlins,927
Peter Rabbit,522478
Saw,215
James Bond,707
Backdraft,2924
Kill Bill,393
Planes,218836
47 Ronin,64686
Step Up,8328
Happy Feet,65759
Star Trek: The Next Generation,199
Beverly Hills Chihuahua,14405
Surf's Up,9408
Lights Out,345911
Space Jam,379686
Resident Evil,7737
RED,146216
Spy Kids,10054
Beethoven,11806
Has Fallen,423204
Chronicle,76726
Paranormal Activity,82990
Zorro,1656
Legally Blonde,8835
Garfield,9513
Bad Boys,9737
Scary Movie,4248
Die Hard,562
Step Up,85446
SpongeBob,11836
American Graffiti,838
Saw,663
Star Trek: The Original Series,152
Big Momma's House,11565
The Purge,442249
Best Exotic Marigold Hotel,74534
The Godfather,242
Saw,41439
Anaconda,9360
The Jungle Book,14873
PAW Patrol,675445
Wall Street,33909
The Princess Diaries,11130
Inspector Gadget,332
Hot Shots!,9255
Star Trek: The Original Series,168
Asterix & Obelix,2395
Ghost Rider,71676
Save The Last Dance,9816
The Angry Birds,454640
Blade,36647
Bad Moms,431530
The Karate Kid,1885
AVP,440
Jingle All the Way,9279
Resident Evil,1577
Cheaper by the Dozen (2003),9641
Mean Girls,10625
Blade,36648
Mr. Ripley,1213
The Nutty Professor,9327
The Woman in Black,65086
March of the Penguins,1667
Predator,34851
Halloween,610253
Smokey and the Bandit,11006
Along with the Gods,397567
Mechanic,278924
Porky's,10246
I Know What You Did Last Summer,3597
Captain Underpants,268531
Rambo,1368
Dragon Ball Super,503314
Legally Blonde,10327
Ride Along,323675
The Nutty Professor,12107
Nanny McPhee,35019
Nanny McPhee,11283
Escape Plan,107846
Zombieland,338967
Happy Death Day,440021
Spirit,9023
The Nut Job,227783
Poltergeist,609
Mortal Kombat,9312
Starship Troopers,563
Red Cliff,15384
Lethal Weapon,941
Star Trek: The Next Generation,193
Rocky,1375
Road Trip,9285
Spy Kids,9488
Beverly Hills Cop,306
Final Destination,9286
The Purge,316727
Beethoven,10438
Star Trek: The Next Generation,200
Magic Mike,264999
Dennis the Menace,12139
Rocky,1366
Jackass,16290
S.W.A.T.,9257
James Bond,681
So Young,191421
The Chronicles of Riddick,2789
Detective Conan,566555
Pitch Perfect,114150
DragonHeart,8840
The Blues Brothers,525
The Karate Kid,8856
Chili Palmer,8012
Friday the 13th,6466
Robot,373449
Step Up,9762
The Collector,21407
Saw,11917
Species,9348
Rambo,7555
The Rocky Horror Picture Show,36685
Final Destination,9532
Along with the Gods,518068
Cats & Dogs,39691
Tooth Fairy,23023
Pet Sematary Reboot,157433
Admiral Y,282631
The Boss Baby,459151
The Purge,238636
Underworld,834
Asterix & Obelix,2899
The Dukes of Hazzard (Reboot),6519
The Net,1642
Peter Pan,16690
The Millennium,15472
The Transporter,13387
Neighbors,325133
Terms of Endearment,11050
The Amityville,10065
Arthur and the Invisibles,9992
Horrible Bosses,227159
Police Academy,12118
Mall Cop,256961
Ace Ventura,3049
Shaft (Reboot),479
Texas Chainsaw (Reboot),9373
The Whole Nine/Ten Yards,2069
Shaun the Sheep,263109
Alex Cross,2043
The Addams Family (Animated),639721
Alien,348
Under Siege,3512
Insidious,280092
The Cell,8843
Saw,176
Ouija,242512
Cold War,416249
Painted Skin,124471
Resident Evil,1576
Saw,298250
The Godfather,240
Zombieland,19908
Marshal Samuel Gerard,11808
The Equalizer,345887
Detective Conan,493006
Journey,88751
Timecop,8831
Miss Congeniality,10040
Rugrats,14444
Airport,10671
Nim's Island,10488
Atomic Blonde,341013
Hitman,1620
Mojin,364324
Hellboy,1487
Bayside Shakedown,55382
Detective Dee,217923
The Chronicles of Riddick,87421
Predator,106
Mexico Trilogy,1428
The Are We,11637
Silent Hill,588
James Bond,682
Evil Dead,109428
Scream,41446
Jarhead,25
Insidious,49018
Star Trek: The Original Series,174
Star Trek: The Original Series,154
Romancing the Stone,10303
8MM,8224
Kick-Ass,23483
Think Like a Man,67660
The Butterfly Effect,1954
Underworld,277
Arthur,13665
Dolphin Tale,62837
Chili Palmer,4551
The Crow,9495
Cats & Dogs,10992
Goosebumps,442062
Underworld,12437
Kamen Rider (Heisei),543094
Behind Enemy Lines,8007
Rambo,522938
White Noise,11804
Dhoom,44977
Final Destination,9358
Baahubali,256040
My Big Fat Greek Wedding,302688
King Kong,10730
Anchorman,8699
Madea,15670
Gnomeo & Juliet,370567
Bring It On,1588
Patton,11202
The Purge,158015
Father of the Bride (Steve Martin),11846
The Transporter,9335
The Inbetweeners,69798
John Wick,245891
Boonie Bears,529426
Line Walker,411268
Shanghai Noon,6038
Knocked Up,89492
Jaws,17692
Train to Busan,396535
Tiger,441909
White Snake,795607
Star Trek: The Original Series,157
Naked Gun,37137
Romancing the Stone,9326
The Amityville,11449
Paranormal Activity,227348
Step Up,243683
Best Exotic Marigold Hotel,268238
28 Days/Weeks Later,170
Spy Kids,56288
Cocoon,10328
Philo & Clyde,15417
Rocky,1367
Sicario,273481
The Poseidon Adventure,551
An American Tail,4978
The Santa Clause,13767
The Land Before Time,12144
Detective Dee,506763
Doraemon,86184
Big Momma's House,38322
Airplane,813
Piranha 3D,43593
The Ring,14564
Stand by Me Doraemo,265712
"F*ck You, Goethe",329263
Sinister,82507
The Strangers,10665
The Hannibal Lecter,1248
Elizabeth,4518
Hostel,1690
Hitman,249070
Ouija,335796
Finding Mr. Right,188183
Keinohrhasen Filmreih,6076
Police Academy,9336
Police Story,219572
Underworld,346672
Vampires Suck,40264
The Muppets,145220
Halloween (Rob Zombie Series),2082
Wolf Warrior,335462
Teen Wolf,11824
WarGames,860
Conan the Barbarian,9387
Home Alone,9714
48 Hrs.,150
Spanish Affair,236737
Naked Gun,37136
Teenage Mutant Ninja Turtles,1497
Scary Movie,4258
The Terminator,218
Rebuild of Evangelion,283566
K-9,10345
Paranormal Activity,146301
The Exorcist,11026
Orphan,21208
The Haunting in Connecticut,18781
Candyman,565028
Boonie Bears,462927
Barbershop,10611
The Purge,602223
Police Academy,10587
Father of the Bride (Steve Martin),11862
Bad Santa,10147
Cold Pursuit,438650
Cruel Intentions,796
Diary of a Wimpy Kid,82650
Diary of a Wimpy Kid,33217
Death Race,10483
The Pink Panther (Steve Martin),15159
Superman,9531
Sicario,400535
Stomp the Yard,1931
30 Days of Night,4513
Major League,9942
Madea,380124
Serial (Bad) Weddings,505436
Elizabeth,4517
Hard Target,2019
Jackass,12094
The Transporter,287948
Urban Legend,9877
Diary of a Wimpy Kid,60307
Bayside Shakedown,65841
A Nightmare on Elm Street,10131
Mirrors,13515
The Shining,501170
Cannonball Run,11286
Problem Child,11077
Sharkboy and Lavagirl Filmreih,14199
RED,39514
The Best Man,146304
Sammy's Adventure,49953
Grumpy Old Men,15602
National Lampoon's Vacation,5825
The Rescuers,11319
xXx,11679
Philo & Clyde,17169
Halloween,948
Grumpy Old Men,11520
Star Trek: The Original Series,172
Think Like a Man,184098
Cinderella Story,11247
Curious George,9975
Splash,2619
Without a Paddle,10762
The Hills Have Eyes (Reboot),9792
After,537915
The Hitman's Bodyguard,522931
Babe,9447
Clint Eastwood's Iwo Jima,1251
Pokémon,10991
The X Files,8836
Saw,22804
The Last Exorcism,38358
Austin Powers,816
Dirty Harry,10650
Star Trek: The Next Generation,201
Wild Things,617
The Boogeyman,8968
The Millennium,24253
Skyline,42684
Madea,103370
Searching,489999
One Piece,374205
Smokey and the Bandit,12705
Herbie,11451
The Visitors,10353
Power Rangers,9070
Clint Eastwood's Iwo Jima,3683
Stakeout,10859
Benvenuti al...,48415
Street Kings,1266
Deuce Bigalow,10402
Taxi,2334
The Nut Job,335777
Taxi,2335
Barbershop,21301
28 Days/Weeks Later,1562
Bloodsport,11690
Saturday Night Fever,10805
Hot Tub Time Machine,243938
Hot Tub Time Machine,23048
Space Chimps,11802
Taxi,2332
Jackass,9012
The Boy,321258
Carlito's Way,6075
Detective Conan,438058
Jeepers Creepers,11351
Elite Squad,47931
Unfriended,277685
Little Nicholas Trilog,31203
Honey,10028
C.H.U.D.,53150
Robot,148284
Dragon Ball Super,303857
Rurouni Kenshin (Live-Action),127533
White Snake,573699
National Lampoon's Vacation,11153
The Omen,794
Zoolander,9398
Kick-Ass,59859
Fantasia,49948
The Fly (1986),9426
Alex Cross,9437
Rebuild of Evangelion,75629
A Haunted House,139038
Why Did I Get Married,35688
The Gods Must Be Crazy,8393
Friday,10471
Friday the 13th,4488
Fletch,9749
My Girl,4032
The Flintstones,889
Jeepers Creepers,8922
Young Guns,9086
The Blue Lagoon,5689
Agent Cody Banks,10923
"Honey, I Shrunk the Kids",11158
The Are We,10172
Doom,8814
Drumline -,13497
Pet Sematary,8913
Sister Act,6279
Madea,16781
Walking Tall (Reboot),11358
Predator,169
Smokin' Aces,7516
Annie,15739
The Descent,9392
A Nightmare on Elm Street,377
Shanghai Noon,8584
Lake Placid,9825
Confidential Assignmen,434119
Zoolander,329833
The Irony of Fate,27046
Police Academy,10157
Rugrats,20694
Why Did I Get Married,17202
The Messengers,9966
Halloween,11675
Barbershop,326423
Analyze,9932
Living Dead,923
The Punisher,7220
Open Water,83
RoboCop,5548
Madea,175555
Sinister,283445
Madea,51017
The Chronicles of Riddick,2787
One Piece,41498
Big Fat Liar,11870
The Outlaws,479718
Dolphin Tale,227735
Silent Hill,61012
The Hustler,11873
Jaws,580
Blue Crush,9266
Texas Chainsaw (Reboot),10781
Detective Dee,48492
Mortal Kombat,9823
Naked Gun,36593
Mechanic,27582
Hoodwinked!,10982
Vishwaroopam,117319
Tiger,85985
Disney Buddies,14059
The Mighty Ducks,10414
Death Note,16140
Pokémon: Diamond and Pearl,39057
Child's Play,11932
Alpha and Omega,12819
Dragon Ball Super,126963
World of Watches,3040
Escape From ...,1103
Angels in the ..,24795
The Boondock Saints,8374
The Pink Panther (Original),6081
National Lampoon's Vacation,11418
On Deadly Ground -,9624
Addams Family,2758
Darkman,9556
The Woman in Black,288158
Keinohrhasen Filmreih,9511
Tremors,9362
Les Petits Mouchoirs - Sag,48034
Madea,459202
Wayne's World,8873
The Shadow,8850
Single White Female,9605
The Cornetto Trilog,22538
Greenland,524047
Look Who's Talking,9356
Blair Witch,11531
Boonie Bears,335832
The Rescuers,11135
Dracula 2000,10577
The Trolls,446893
Airport,27932
Always: Sunset on Third Street,41177
Living Dead,11683
The Rocketeer,10249
Dhoom,14194
Bigfoot,413644
An Inconvenient Truth,1781
Dirty Harry,10649
Madea,464504
RoboCop,5549
Asterix and Obelix (Animation),527729
The Mighty Ducks,11164
The Vampire Chronicles,11979
Blair Witch,351211
Don't Breathe,482373
Death Wish,14373
Escape Room,585216
A Nightmare on Elm Street,10072
The Shining,694
Young Guns,11967
Taxi,2330
Recess,19405
Into the Blue,11968
The Sisterhood of the Traveling Pants,10188
47 Meters Down,403119
Child's Play,10585
Machete,23631
Pokémon: Best Wishes!,150213
Max,272878
The Transporter,4108
Wall Street,10673
The Millennium,33613
Harold & Kumar,13335
Pokémon: Diamond and Pearl,47292
Detective Conan,316873
Kokowääh,53174
Crank,1948
World of Watches,2269
Shaun the Sheep,422803
Asterix and Obelix (Animation),170522
Mannequin,10019
Would I Lie to You?,31359
The Gallows,299245
Pokémon: Diamond and Pearl,25961
Escape From ...,10061
Teenage Mutant Ninja Turtles,1499
Boonie Bears,401791
Trainspotting,180863
After,613504
Madea,16710
The Pink Panther (Original),11843
"Oh, God!",24032
Cheech & Chong,13612
Blade Runner,78
Never Back Down,8456
Undercover Brother,12277
Cheech & Chong,11455
The Gremlins,928
Rebuild of Evangelion,22843
French Connection,1051
Fright Night (Reboot),58151
Poltergeist,11133
Pee-wee's,5683
Would I Lie to You?,86868
Quarantine,13812
House on Haunted Hill,11377
An American Tail,10380
Cop and a Half,12574
Short Circuit,2605
Bill & Ted's Most Excellent,1648
The Space Odyssey Serie,4437
Naruto,347201
The Crimson Rivers,60672
Diary of a Wimpy Kid,417830
I Know What You Did Last Summer,3600
Gone in 60 Seconds Trilog,16246
Caddyshack,11977
Dirty Harry,10648
Train to Busan,581392
The Hocus Pocus,10439
Recep Ivedik Serie,257343
Crocodile Dundee,9290
Sin City,189
My Mom is a Character,620683
Dumb and Dumber,10152
Tazz,38015
The Grudge,1975
The Sisterhood of the Traveling Pants,9779
Masti,76684
The Karate Kid,10495
The Fly (1986),10344
Breakin',15259
Basic Instinct,3093
The Grudge,1977
Taxi,434355
Urban Legend,12212
Spanish Affair,348537
Bachelor Party,12309
Midnight Run,9013
My Hero Academia,768744
Richie Rich,11011
Happily N'Ever After,5393
Dirty Harry,10651
My Mom is a Character,227932
The Black Stallion,17264
Halloween,11442
Pokémon: Alternate Continuity,436931
G.I. Joe (Live-Action),568620
Highlander,8011
Friday the 13th,9728
Joy Ride,10866
Welcome,20294
Baby Geniuses,22345
Detective Conan,97375
National Lampoon's Vacation,11419
Mad Max,9355
Harold & Kumar,55465
Boonie Bears,260091
Ip Man,37472
Dirty Harry,984
Child's Play,11186
The Confidence Man J,657350
Hostel,1691
A Goofy Movie,15789
The Bad News Bears,23479
Vacancy,10294
Always: Sunset on Third Street,121239
The Girl - Millennium,446807
Fletch,14628
The Skulls,11478
Benvenuti al...,85038
Ghoulies,18498
Zu Warriors,16321
A Nightmare on Elm Street,11284
White Fang,12227
Psycho,10576
Viy,208763
The Best Man,16162
Crank,15092
Judwaa,456565
Pokémon: Advanced Generation,34065
The Adventures of Tad Jone,452773
Living Dead,8408
The Pink Panther (Original),12268
Carrie,7340
Jay and Silent Bob,2294
Porky's,19698
Bloodshot,338762
Friday,10426
Rurouni Kenshin (Live-Action),602063
Police Academy,11895
Always: Sunset on Third Street,13430
TRON,97
Friday the 13th,9730
Steel Rain,435841
The Last House on the Left,18405
FernGully,13225
Homeward Bound,25059
Problem Child,28597
Doraemon,350650
[REC],8329
The Sandlot,11528
Detective K,64931
Pokémon: Best Wishes!,227679
Lost Boys,1547
Alien Nation,10128
Attraction,514207
The Lawnmower Man,10163
The Four,299738
Wickie,22355
An American Werewolf,814
Josey Wales,10747
Munna Bhai,21461
The Thing,60935
My Hero Academia,505262
Tazz,290865
20th Century Boys,36683
How High,8386
The Mesrine,13635
Conan the Barbarian,9610
The Strangers,371608
Joe Dirt,10956
Texas Chainsaw Massacre,30497
The Exorcist,11586
Major League,11067
"My Boss, My",19609
Cabin Fever,11547
Once Upon a Time in China,10618
Alex Cross,94348
The Cornetto Trilog,747
Death Note,20329
Weekend at Bernie's,8491
The Art of War,11398
Последний богатырь (Коллекция,471968
Road House,10135
Minuscule,140870
Stakeout,9409
Free Willy,9073
Airport,7227
The Jake Gittes,829
A Nightmare on Elm Street,10014
Pulse,9682
My Hero Academia,592350
The Fox and the Hound,10948
God's Not Dead,249660
Would I Lie to You?,39385
Evil Dead,764
Romy and Michele,9611
Yu-Gi-Oh,11052
The Last Picture Show and Texasvill,25188
A Few Best Men,85435
3 Ninja Kids,16314
Warriors of the Rainbow: The Seediq Bale Sag,313230
Recep Ivedik Serie,438703
Agent Cody Banks,17047
Wrong Turn,9902
Teen Titans Go!,474395
Super Size Me,9372
Recep Ivedik Serie,31060
Friday,10634
Ernest,26386
East Is East,10557
Cannonball Run,11950
Pokémon,12600
Slap Shot,11590
The Divine Move,281298
Death Note,16007
Wolf Creek,9885
Recep Ivedik Serie,31061
Dirty Dancing,10677
Последний богатырь (Коллекция,589754
Goal!,9763
Once Upon a Time in China,10619
American Pie (Spin-off),8275
Detective K,328716
The Protector,8982
Airplane,2665
All Dogs Go to Heaven,11497
Pokémon: Advanced Generation,16808
Clerks,2295
An American Werewolf,9406
The Omen,10766
Monster Family,454699
House Party,16094
Center Stage,10560
The Whole Nine/Ten Yards,2122
Iceman,105001
From Dusk Till Dawn,755
Candyman,9529
Halloween,11281
The New Adventures of Aladin,459616
Mimic,4961
Mexico Trilogy,8068
A Haunted House,184345
Happy Death Day,512196
On the Other Side of the Tracks,146375
The Cutting Edge,16562
Housefull,85052
